train_loss,test_loss,train_acc,test_acc,sparsity,nnz,l1_norm,l2_norm,epoch,runtime,gamma,fw_gap
0.22256296973643422,0.22302821042451956,0.9749478079331941,0.9611111111111111,0.8923076923076924,7,2.9891304347826093,1.7652588879251867,1,0.003321409225463867,0.20690528888668244,0.3030916034567952
0.22098013431165842,0.222243208800719,0.9937369519832986,0.9916666666666667,0.8307692307692308,11,2.9971014492753625,1.7004984628202964,2,0.006842136383056641,0.058248097112054364,0.15906760014567115
0.22150550873935632,0.22300587377573491,0.9011830201809325,0.9,0.7692307692307693,15,2.998683055311677,1.830129087263715,3,0.010056018829345703,0.03521554943118766,0.12418019875703931
0.2227148890043999,0.2221247560244311,0.9756437021572721,0.9666666666666667,0.7230769230769231,18,2.9992509363295876,1.6797354890296887,4,0.013461589813232422,0.025319301192667863,0.11450985578568564
0.2218741095599635,0.2214676223245451,0.9659011830201809,0.9638888888888889,0.6615384615384615,22,2.9995173745173735,1.6776309612690958,5,0.016731977462768555,0.019781961439367498,0.12427169290711837
0.2231874118787065,0.22239163210662896,0.988865692414753,0.9888888888888889,0.6153846153846154,25,2.9996633374480965,1.6677238666925533,6,0.019994020462036133,0.01623727168237097,0.126627644872743
0.22612030144827222,0.22602822296394673,0.9944328462073765,0.9944444444444445,0.6,26,2.999751861042183,1.6153135835697747,7,0.023349761962890625,0.013771928081850869,0.12538683770057554
0.2232263976644876,0.2230249923046767,0.9944328462073765,0.9916666666666667,0.6,26,2.9998095600837935,1.610557160705562,8,0.02657341957092285,0.011957472521697593,0.13400441409332434
0.21594643982649803,0.21608504839281928,0.9853862212943633,0.9833333333333333,0.6,26,2.9998492462311557,1.7107185310498811,9,0.02984166145324707,0.010565943117706606,0.10951460589437886
0.2147004465279476,0.21247732253382925,0.9784272790535838,0.9777777777777777,0.5846153846153846,27,2.999877705760059,1.732309102130292,10,0.033067941665649414,0.00946478727527106,0.11340006645594412
0.21717336220033398,0.21489993759778017,0.9867780097425192,0.9861111111111112,0.5846153846153846,27,2.9998988059097362,1.6938007785107112,11,0.036346435546875,0.008571642060199067,0.13036750335138236
0.22072795238307477,0.21923163689422062,0.988865692414753,0.9888888888888889,0.5846153846153846,27,2.999914881543482,1.6620433176982277,12,0.039544105529785156,0.00783262039681634,0.09757425408385972
0.21727921892348168,0.21611795749093807,0.9728601252609603,0.9694444444444444,0.5692307692307692,28,2.999927409988386,1.7134846748182226,13,0.04301285743713379,0.007210977843570501,0.10340329605112043
0.21772539763086524,0.2162365148492466,0.9846903270702854,0.9833333333333333,0.5692307692307692,28,2.9999373629815222,1.6844566046227976,14,0.046185970306396484,0.006680795181753681,0.1151893839635053
0.2183677929689119,0.21725666467418847,0.9853862212943633,0.9833333333333333,0.5538461538461539,29,2.9999454009391044,1.6707490927753712,15,0.04940009117126465,0.006223263947612567,0.1144976958335202
0.21611941120250833,0.21483181937997403,0.9784272790535838,0.9805555555555555,0.5538461538461539,29,2.999951985403564,1.7034905867543775,16,0.05264711380004883,0.005824403686353275,0.10773492146387441
0.2170627659723844,0.21694310313910672,0.9812108559498957,0.9833333333333333,0.5230769230769231,31,2.9999574468085117,1.6892130515016497,17,0.055864572525024414,0.005473605786582272,0.1245083524038904
0.21945595841760288,0.22015646094982708,0.9832985386221295,0.9833333333333333,0.5076923076923077,32,2.9999620267584772,1.6615639876860042,18,0.059056997299194336,0.005162674493741429,0.11735802600779603
0.21962722387821557,0.21957641216368376,0.9846903270702854,0.9833333333333333,0.49230769230769234,33,2.9999659052165013,1.6579487957845187,19,0.06244969367980957,0.00488517767692341,0.11562942046750627
0.21967854443915522,0.21957914152846242,0.9791231732776617,0.9805555555555555,0.47692307692307695,34,2.999969218456614,1.6725796639439805,20,0.06566643714904785,0.0046359965623826655,0.13540180158435147
0.2185926573386469,0.21809715645986003,0.9770354906054279,0.9777777777777777,0.46153846153846156,35,2.999972071199821,1.6871954976322336,21,0.06884932518005371,0.00441100673873999,0.1035426104466415
0.217503108533874,0.21709263528541606,0.9812108559498957,0.9805555555555555,0.46153846153846156,35,2.999974544991728,1.6973574421289621,22,0.07207989692687988,0.004206847845577766,0.10336412524013028
0.21848213663661173,0.21800665295566882,0.9812108559498957,0.9833333333333333,0.46153846153846156,35,2.999976704095421,1.685344798400572,23,0.07527542114257812,0.004020754450829321,0.11516525483787676
0.21715404377592692,0.21675184533036979,0.9756437021572721,0.975,0.46153846153846156,35,2.9999785997075303,1.7072298002763837,24,0.07866287231445312,0.003850429952491796,0.11456227041614647
0.21565133641793394,0.21522364390751927,0.9700765483646486,0.9722222222222222,0.46153846153846156,35,2.999980273021385,1.7291342075868412,25,0.08194398880004883,0.0036939512529057385,0.10697252161158977
0.2182786336156984,0.21759913774281256,0.9839944328462074,0.9833333333333333,0.4307692307692308,37,2.999981757483994,1.677137543902586,26,0.08514213562011719,0.003549695785724993,0.11778179682836952
0.21669417726340784,0.21612447605680324,0.9805149617258176,0.9805555555555555,0.4307692307692308,37,2.999983080480516,1.7048536403842862,27,0.08836174011230469,0.0034162850098840084,0.12905071830200812
0.21814871612864023,0.21729232169124066,0.9860821155184412,0.9861111111111112,0.4307692307692308,37,2.9999842646063803,1.6654890890514749,28,0.09172487258911133,0.003292540192004836,0.1184756347375806
0.21554006762879033,0.21492807723926674,0.9784272790535838,0.9777777777777777,0.4307692307692308,37,2.9999853286384988,1.7136864316353855,29,0.09493327140808105,0.003177447468211166,0.1047892903340739
0.21616522882603,0.21514887318272144,0.9791231732776617,0.9805555555555555,0.4307692307692308,37,2.999986288284254,1.6994384176359851,30,0.09812688827514648,0.0030701299900042405,0.11732613592809184
0.21852175733106427,0.21748431215462388,0.9846903270702854,0.9805555555555555,0.4307692307692308,37,2.9999871567645324,1.669983639695109,31,0.10138225555419922,0.002969825533078077,0.1362436129986986
0.21706784410038346,0.21601561672054023,0.9812108559498957,0.9805555555555555,0.4307692307692308,37,2.999987945271533,1.6936804430243173,32,0.10457181930541992,0.0028758683585398473,0.11049296124897139
0.21717611234427558,0.21584869419733657,0.9791231732776617,0.9805555555555555,0.4307692307692308,37,2.9999886633311665,1.6921850723980176,33,0.10816383361816406,0.002787674413180676,0.12616441528764946
0.21623619591609247,0.21511545812062038,0.9728601252609603,0.9722222222222222,0.4307692307692308,37,2.9999893190921227,1.7132670094663491,34,0.11139345169067383,0.0027047291729839404,0.1097704494792528
0.2159470605646101,0.21430643286995085,0.9707724425887265,0.9694444444444444,0.4307692307692308,37,2.9999899195580735,1.7205761446665673,35,0.11473298072814941,0.0026265775949907513,0.103946080198429
0.21687818553148688,0.2157050289291381,0.9770354906054279,0.975,0.4307692307692308,37,2.999990470775458,1.7087689685654557,36,0.11791777610778809,0.002552815762874455,0.11298771127585745
0.21586786666467736,0.21478260974790012,0.9686847599164927,0.9694444444444444,0.4153846153846154,38,2.999990977986288,1.7292478561990512,37,0.12112092971801758,0.0024830839022328827,0.0967249227097445
0.21527754495417395,0.21464814978459962,0.9686847599164927,0.9694444444444444,0.4153846153846154,38,2.999991445753246,1.736356244936872,38,0.12436151504516602,0.002417060510557388,0.11030986025998189
0.2169943886110999,0.21646360852312485,0.9826026443980515,0.9805555555555555,0.4153846153846154,38,2.999991878062649,1.6995021832748753,39,0.12766122817993164,0.0023544573997070373,0.11348735744012645
0.21695009991661438,0.21620946179581663,0.9839944328462074,0.9833333333333333,0.4153846153846154,38,2.999992278409662,1.6958623979007097,40,0.1308424472808838,0.002295015489566785,0.12875016361229855
