train_loss,test_loss,train_acc,test_acc,sparsity,nnz,l1_norm,l2_norm,epoch,runtime,gamma,v_ema,fw_gap
0.23185729700110516,0.22548648181736317,0.9230769230769231,0.9210526315789473,0.6774193548387096,10,3.8561603772519506,1.3254944597060263,1,0.002382040023803711,0.10000000000000002,0.1779614143848823,0.6895798744974736
0.22856576605189163,0.25598311355833697,0.9362637362637363,0.9385964912280702,0.45161290322580644,17,4.738326183486321,1.378148941373372,2,0.0044841766357421875,0.10000000000000002,0.15109403846194416,0.4703403951582744
0.17833840401315088,0.18882998756256952,0.9516483516483516,0.9473684210526315,0.41935483870967744,18,4.5096702140871905,1.5683338479062905,3,0.0065653324127197266,0.10000000000000002,0.12151168543622384,0.33072605127967947
0.17105421328953951,0.17385035636153295,0.9538461538461539,0.956140350877193,0.3225806451612903,21,4.8878282725318725,1.4878131885862818,4,0.008812904357910156,0.10000000000000002,0.09868571402370921,0.27962641082634543
0.18917432066449524,0.1895843967280928,0.9582417582417583,0.9736842105263158,0.16129032258064516,26,4.974338706713974,1.373316730610585,5,0.011005401611328125,0.10000000000000002,0.07800551007756072,0.27458710395655583
0.20757285890138105,0.21934932247742414,0.9582417582417583,0.956140350877193,0.16129032258064516,26,4.994129519193699,1.3790199071558846,6,0.013326168060302734,0.10000000000000002,0.09747018149294444,0.4104957194136469
0.17641515311289238,0.18079705246945132,0.9560439560439561,0.9385964912280702,0.12903225806451613,27,4.9986570222898346,1.4324219097780617,7,0.015617132186889648,0.10000000000000002,0.0946992831524662,0.32401207682643934
0.17162715018319136,0.1842508223228242,0.9692307692307692,0.9736842105263158,0.0967741935483871,28,4.71726323329553,1.4120699516422754,8,0.017714977264404297,0.10000000000000002,0.10250645401600231,0.395310131441725
0.1966118151895366,0.2037617850436104,0.9604395604395605,0.956140350877193,0.0967741935483871,28,4.547898407687151,1.3628559104173583,9,0.019838809967041016,0.10000000000000002,0.12057554813014222,0.46084381753708226
0.1787062259280857,0.19026506636052634,0.9604395604395605,0.9298245614035088,0.0967741935483871,28,4.822109038984976,1.496377140533578,10,0.02205061912536621,0.10000000000000002,0.08862771829322492,0.29213712135830355
